Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Nazaré Terra,@NazarTerra,2021-12-04T15:33:05.000Z,"Nazaré TerraEm resposta a 
@antoniotabet",,,
DJALMA SILVA FILHO,@djcostasilva,2021-12-04T15:09:20.000Z,"DJALMA SILVA FILHOABUSOS DA LEI ROUANET: QUASE UM MILHÃO E MEIO DE REAIS PARA RECITAR POESIAS https://todopoderemanadopovo.com.br/abusos-da-lei-rouanet-quase-um-milhao-e-meio-de-reais-para-recitar-poesias/… via 
@Todo
 Poder Emana do Povo",,,
"Eu tô na ativa, lutando por um melhor",@BolsopetistaN,2021-12-04T15:01:58.000Z,"Eu tô na ativa, lutando por um melhorEm resposta a 
@teirritei
 @DequechPaulinho
 e mais 3",1,,1
Miojo,@TheMioj0,2021-12-04T14:52:29.000Z,MiojoMas a lei Rouanet que era o problema..,,,
Vicente Cassanego,@VicenteCassane2,2021-12-04T14:47:49.000Z,Vicente CassanegoA CLAUDIA LEITE ESTÁ  IRRITADA PORQUE PERDEU A TETA DA LEI ROUANET,,,
Lucy VOTO IMPRESSO AUDITAVEL,@jujunaka,2021-12-04T14:47:11.000Z,"Lucy VOTO IMPRESSO AUDITAVELABUSOS DA LEI ROUANET: QUASE UM MILHÃO E MEIO DE REAIS PARA RECITAR POESIAS https://todopoderemanadopovo.com.br/abusos-da-lei-rouanet-quase-um-milhao-e-meio-de-reais-para-recitar-poesias/… via 
@Todo
 Poder Emana do Povo",,1,
Andie Heimann,@Andreaheimann2,2021-12-04T14:40:11.000Z,"Andie HeimannMaria Betânia. 
ABUSOS DA LEI ROUANET: QUASE UM MILHÃO E MEIO DE REAIS PARA RECITAR POESIAS https://todopoderemanadopovo.com.br/abusos-da-lei-rouanet-quase-um-milhao-e-meio-de-reais-para-recitar-poesias/… via 
@Todo
 Poder Emana do Povo",,,
@peridonyx,@peridonyx,2021-12-04T14:37:46.000Z,"@peridonyxEm resposta a 
@leonardo_arruda",,,1
SwordLaser_2,@2Swordlaser,2021-12-04T14:35:47.000Z,"SwordLaser_2Em resposta a 
@ClaudiaLeitte",,,
Jehro Konjota #SDV se for #Lula2022,@GreyUrso,2021-12-04T14:13:29.000Z,"Jehro Konjota #SDV se for #Lula2022Daí 
@mfriasoficial
 entre a patota de bozominions fica falando e contando piadinhas de quem, diz ele, ""vive as custas do Lei Rouanet"". O contrato com empresa com sede em caixa postal parece suspeito. Alguma coisa a declarar?",,,
Jão,@JaoRochaDosSan1,2021-12-04T14:06:26.000Z,"JãoEm resposta a 
@ArmelleiMaria
 e 
@STF_oficial",,,3
Dê Bolsonaro 2022,@udhianajal,2021-12-04T14:05:50.000Z,"Dê Bolsonaro 2022Em resposta a 
@wesleyros
 e 
@ClaudiaLeitte",1,,5
Carlos Figueiredo,@carlosadf,2021-12-04T13:28:31.000Z,"Carlos FigueiredoACABOU A MAMATA...! Quem precisa de Lei Rouanet....?
Mário...? que Mário? Aquele? éééé... aquele mesmo...

Mario Frias contratou empresa sem funcionários por R$ 3,6 milhões https://noticias.uol.com.br/politica/ultimas-noticias/2021/12/03/mario-frias-contrata-empresa-sem-funcionarios-por-r-36-milhoes.htm… via 
@UOLNoticias
 @UOL",,,1
Luluzinha 谷口,@lutaniguti,2021-12-04T13:23:58.000Z,"Luluzinha 谷口Em resposta a 
@JornalOGlobo",,,
Lu Martelli,@lumartelli,2021-12-04T13:19:45.000Z,"Lu MartelliEm resposta a 
@QuebrandoOTabu",,,10
Norberto Santos,@betomotosnomoto,2021-12-04T12:59:40.000Z,"Norberto SantosABUSOS DA LEI ROUANET: QUASE UM MILHÃO E MEIO DE REAIS PARA RECITAR POESIAS https://todopoderemanadopovo.com.br/abusos-da-lei-rouanet-quase-um-milhao-e-meio-de-reais-para-recitar-poesias/… via 
@Todo
 Poder Emana do Povo",,,
Martha SuperiorTribunalMilitarJÁ %,@mmmarianos,2021-12-04T12:57:07.000Z,"Martha SuperiorTribunalMilitarJÁ %Quanto dinheiro público foi colocado nas mãos desses parasitas!
ABUSOS DA LEI ROUANET: QUASE UM MILHÃO E MEIO DE REAIS PARA RECITAR POESIAS https://todopoderemanadopovo.com.br/abusos-da-lei-rouanet-quase-um-milhao-e-meio-de-reais-para-recitar-poesias/… via 
@Todo
 Poder Emana do Povo",,1,5
David Moralez,@produtormoralez,2021-12-04T12:42:51.000Z,"David MoralezÉ evidente que a pretensão é o fundo partidário. Com a candidatura, fica livre e legal a captação do recursos... Talvez seja o outro caminho da Lei Rouanet. Prestem atenção!!!!!",,,
Pedro P.,@pedrodtp,2021-12-04T12:30:26.000Z,"Pedro P.Em resposta a 
@desmentindobozo",,,1
Gus,@artistario,2021-12-04T12:04:27.000Z,"GusEm resposta a 
@marco442020
 @karinfz
 e 
@antoniotabet",1,,2
Jenny do Fófórifó,@TerracotaTaurus,2021-12-04T11:58:22.000Z,Jenny do FófórifóO #MamataFrias não era aquele do discurso contra a Lei Rouanet?,,,
Luiz Claudio,@luclsluiz,2021-12-04T11:52:37.000Z,"Luiz ClaudioEm resposta a 
@aliancaativa
 e 
@zeliaduncan",4,,5
Jônatas Bolsonaro 2022 eu tenho100% Sdv,@JnatasFreitas7,2021-12-04T11:09:51.000Z,"Jônatas Bolsonaro 2022 eu tenho100% Sdv@mfriasoficial
 manda esses artistas lacradores mamadores de Lei Rouanet,  mamar no 
@kidbegalar
 ",,1,4
LeoAmato,@leoamato,2021-12-04T11:08:29.000Z,"LeoAmatoMario Frias contratou empresa sem funcionários por R$ 3,6 milhões https://noticias.uol.com.br/politica/ultimas-noticias/2021/12/03/mario-frias-contrata-empresa-sem-funcionarios-por-r-36-milhoes.htm… 
@mfriasoficial
 o verdadeiro mamador da Lei Rouanet.",,1,
Jornal Virtual Artes,@jornaldasartes,2021-12-04T11:05:26.000Z,"Jornal Virtual ArtesEm resposta a 
@msschall
 e 
@UOLNoticias",1,,
Brasil Sempre!,@Brasil1945,2021-12-04T10:58:11.000Z,"Brasil Sempre!Em resposta a 
@andreporci
 e 
@mfriasoficial",,,
Ana Dirck,@AnadirckMota,2021-12-04T10:57:09.000Z,Ana DirckA Lei Rouanet tem que ser pra esses em princípio de carreira. Não para milionário,,,1
val,@vallegal7,2021-12-04T10:47:33.000Z,"valEm resposta a 
@RubensOtoni",,,1
onassis,@onassisjp,2021-12-04T10:32:01.000Z,"onassisEm resposta a 
@opovo",,,
Monica Lima,@monicalimaprof,2021-12-04T10:12:40.000Z,"Monica LimaEm resposta a 
@Ancelmocom",,,
Projeto 7c0,@projeto7C0,2021-12-04T10:00:15.000Z,"Projeto 7c0A AGU considerou que a portaria editada pela Secretaria de Cultura do governo federal é Inconstitucional. Ela vetava a proibição do passaporte de vacina para projetos financiados pela Lei Rouanet. 

U...",1,,
Claudia Chaves,@crawmari,2021-12-04T09:41:42.000Z,"Claudia ChavesEnquanto isso no Bolsoquistão, descobrimos que acabou a mamata da Lei Rouanet. Um alívio p quem estava cansado de ver a farra …
Nao, pera aí…",,,2
costa,@costa459,2021-12-04T09:04:35.000Z,"costaEm resposta a 
@GILSON92728143",,,
ThatiFreitas,@freitas_thati,2021-12-04T09:04:16.000Z,"ThatiFreitasEm resposta a 
@zeliaduncan",,,
A.S.B.Cardoso,@SoterBraga1,2021-12-04T08:56:24.000Z,"A.S.B.CardosoEm resposta a 
@felipeoabrj",,,2
juliana cookie,@julianacookie,2021-12-04T04:36:14.000Z,juliana cookieÉ aquele que bravata que Lei Rouanet é pra mamar na teta do governo? Que não pode pedir passaporte sanitário em eventos culturais? É gado que fala né?,,,
GodSpeed 2 conta || #FechadoComBolsonaro,@SpeedFoorce2,2021-12-04T04:22:38.000Z,"GodSpeed 2 conta || #FechadoComBolsonaroEm resposta a 
@PatySoelo",1,,1
,@CristianoFFC,2021-12-04T02:55:28.000Z,Okhaê o Fiscal da lei Rouanet.,,,
Hater do bem,@BolsoTiririca,2021-12-04T02:54:32.000Z,"Hater do bemEm resposta a 
@JornalOGlobo",,,1
mourao tempor,@tempor01,2021-12-04T02:48:32.000Z,"mourao temporEm resposta a 
@desmentindobozo",,,
Leonardo Devitte,@leodevitte,2021-12-04T02:36:20.000Z,"Leonardo DevitteEm resposta a 
@desmentindobozo
 e 
@mfriasoficial",,2,17
Alexandre Abreu,@Abreuscr,2021-12-04T02:31:50.000Z,"Alexandre AbreuEm resposta a 
@xicosa
 @UOLNoticias
 e 
@UOL",1,,
Filipe Leandro,@filipelean,2021-12-04T02:31:12.000Z,"Filipe LeandroEm resposta a 
@aliancaativa
 e 
@zeliaduncan",1,,1
Esteves,@estevesangelo,2021-12-04T02:26:57.000Z,"EstevesO fulano, que é contra a lei rouanet.. contratou a empresa, FRIAS da Paraiba... para fazer obra no Rio kkkk",,,1
China Ina,@chinaina,2021-12-04T02:17:21.000Z,"China Ina""artistas mamam na lei Rouanet""
Olhai quem tá com a boca na teta",5,23,211
camaram,@mpc046,2021-12-04T02:15:56.000Z,"camaramEm resposta a 
@BrazilFight",,,
Dolores Guedes,@DoloresGuedes1,2021-12-04T02:15:36.000Z,Dolores GuedesDois mamateiros da Lei Rouanet! Processe-os por calúnia e injúria.,,2,3
Claudio Carioca,@claudio_carioca,2021-12-04T02:06:28.000Z,"Claudio CariocaEm resposta a 
@desmentindobozo
 e 
@mfriasoficial",1,2,47
Julia sem paciência Fadul,@juliafadul,2021-12-04T02:02:30.000Z,Julia sem paciência FadulMas o problema é a lei Rouanet ....,,,
ErikaDias,@_Erika_Dias,2021-12-04T02:00:51.000Z,"ErikaDiasEm resposta a 
@IngridGuimaraes",,,
Fabiano Martins ☆ 彡,@Fabiano_ProfAdv,2021-12-04T01:59:22.000Z,Fabiano Martins ☆ 彡Ah mas “acabou a mamata da Lei Rouanet” e…,,,
fumeta alchemist,@no_context_pk,2021-12-04T01:51:06.000Z,"fumeta alchemistEm resposta a 
@cartacapital",,,12
Helder-Cidadão Democrático,@helder_rsilva,2021-12-04T01:49:43.000Z,"Helder-Cidadão DemocráticoEm resposta a 
@mfriasoficial",3,6,48
Fora Bolsonaro !,@ResistDemBrasil,2021-12-04T01:42:20.000Z,"Fora Bolsonaro !A mamata acabou! 
Quer mamar na Lei Rouanet ? 
Mario Frias , assim o gado pira",1,6,11
Luto,@franjur_cae,2021-12-04T01:36:10.000Z,LutoO #MamataFrias que vive falando mal da Lei Rouanet? Ordinário!,,2,3
Dodô da Fátima.,@ChineloComPreg,2021-12-04T01:18:27.000Z,"Dodô da Fátima.Em resposta a 
@desmentindobozo",,,17
Marcos Lobato,@lobatomarcos,2021-12-04T01:08:31.000Z,Marcos Lobatoessa é a lei Rouanet de Mario Farias,,,5
Pura Vida,@saindodoTcansei,2021-12-04T00:57:33.000Z,Pura VidaO #MamataFrias q nunca teve competencia para fazer projeto e poder concorrer a lei Rouanet. Criou a lei corrupção direta da fonte. Na mamata,,,
Filipe Gonçalves,@filipeprocult,2021-12-04T00:55:36.000Z,"Filipe GonçalvesO #MamataFrias que falava que lei rouanet era mamata, contratou uma empresa com endereço de caixa postal, no nome de uma mulher que recebeu 8 parcelas do auxílio emergencial, SEM LICITAÇÃO por 3,6 milhões?",,4,8
Isabel,@IsabelMRAN,2021-12-04T00:52:57.000Z,"IsabelVou esperar os senhores 
@thigagliasso
 e 
@mfriasoficial
 se prenunciarem já que não podem usar a desculpa da lei rouanet rs",,,
Osmir Dombrowski,@Osmirdom,2021-12-04T00:40:07.000Z,"Osmir DombrowskiEm resposta a 
@Fabiomarbinho
 e 
@LuizCardeal2",,,
gabrieli,@antexdofim,2021-12-04T00:32:24.000Z,gabrieliuma mulher comentou que a manu é órfã da lei rouanet não gente chega kkkkkkkk,3,3,7
Bárbara Vasconcellos,@Babi_Jacobina,2021-12-04T00:26:56.000Z,Bárbara VasconcellosAh mas se fosse pela Lei Rouanet…,,,
Gabriel De Luca,@bieltheluca,2021-12-04T00:03:24.000Z,Gabriel De LucaLei Rouanet não pode.,,,
Tatá Lopes - Girl from Magé,@SuperTataLopes,2021-12-04T00:03:14.000Z,"Tatá Lopes - Girl from Magé@mfriasoficial
 certeza que contratou via Lei Rouanet",,,
Charles,@charlesrg9999,2021-12-03T23:52:56.000Z,"CharlesEm resposta a 
@DCM_online",,,1
Sergio Gomes,@sergiog95355097,2021-12-03T23:38:55.000Z,"Sergio GomesEm resposta a 
@mfriasoficial",,,1
Matheus Valentim,@matheusbonano91,2021-12-03T23:04:58.000Z,"Matheus ValentimZelia: ""o mundo ta acabando!""
Bolsolóide debil mental:
""Mas a lei rouanet""",1,,1
Cleverton Souza,@Clevert46042645,2021-12-03T23:04:30.000Z,"Cleverton SouzaEm resposta a 
@STF_oficial",,1,1
Inês Prado,@inesdlx,2021-12-03T23:04:15.000Z,"Inês Prado@mfriasoficial
 ladrão. O comédia q vive falando de Lei Rouanet iuiscambau do Wagner Moura. Ta escondido debaixo do sofá hora dessas.",,,
"Favoreto, F. C.",@c_favoreto,2021-12-03T22:49:33.000Z,"Favoreto, F. C.Em resposta a 
@RenanPeixoto_",,1,9
"Anna - Qdo 1 justo governa,o povo se alegra",@NonaConta_,2021-12-03T22:46:41.000Z,"Anna - Qdo 1 justo governa,o povo se alegraEm resposta a 
@38_ivo",,3,2
cleber SJC,@BinhoSJC1,2021-12-03T22:45:25.000Z,"cleber SJCEm resposta a 
@EugenioCezar
 @LulaOficial
 e mais 2",,,
Aristides traçou o Bozo,@vemkpatuve,2021-12-03T22:37:03.000Z,"Aristides traçou o Bozo""Se acabar com a Lei Rouanet, a cultura melhora.""
EstelionaMário Frias",,,
Felipe Dutra,@lipedutra,2021-12-03T22:36:53.000Z,Felipe DutraNem precisou de Lei Rouanet pra desviar dinheiro...,,,1
O Cimério#Bolsonaroaté2026,@CabralRR1,2021-12-03T22:36:28.000Z,"O Cimério#Bolsonaroaté2026Em resposta a 
@STF_oficial",1,3,27
"Fiquem tranquilos, somos maioria!",@Otonoliveira,2021-12-03T22:30:38.000Z,"Fiquem tranquilos, somos maioria!Em resposta a 
@JornalOGlobo",,,
Carlos Mello,@CarlosA87144322,2021-12-03T22:26:02.000Z,"Carlos MelloEm resposta a 
@STF_oficial",1,,6
Iva,@denotativa,2021-12-03T22:24:19.000Z,IvaDos mesmo autores que chamam a lei Rouanet de mamata/desgraça. ,,,
Guedes Progressista,@guedes_ipiranga,2021-12-03T22:15:52.000Z,"Guedes ProgressistaEm resposta a 
@JornalOGlobo",,,1
Catarina Hofer,@CatarinaHofer,2021-12-03T22:15:13.000Z,"Catarina HoferEm resposta a 
@STF_oficial",,2,14
𝐎𝐏𝐈𝐍𝐈𝐀̃𝐎!,@FreitasRomerito,2021-12-03T22:13:30.000Z,"𝐎𝐏𝐈𝐍𝐈𝐀̃𝐎!Em resposta a 
@STF_oficial",,1,10
LilianGamba,@GambaLilian,2021-12-03T22:13:22.000Z,"LilianGambaMas o problema não são os aproveitadores da lei Rouanet, mamata é legalizada no DESGoverno. Haja malhação com dinheiro público.",3,11,72
Luiz Carlinhos Dutra,@dutra_carlinhos,2021-12-03T22:13:09.000Z,"Luiz Carlinhos DutraEm resposta a 
@STF_oficial",,1,4
Helio Ricardo Rainho,@HelioRainho,2021-12-03T22:03:54.000Z,"Helio Ricardo Rainho…e a farra era a Lei Rouanet!!!
Esse insignificante pulga de Malhação…",1,,1
Marcio Susin,@msusin80,2021-12-03T21:53:37.000Z,"Marcio SusinEm resposta a 
@LulaOficial",,,2
COACH DE QUADRINHOS,@marcelonaranjo,2021-12-03T21:50:18.000Z,COACH DE QUADRINHOSMas ao menos não usou a LEI ROUANET.,1,8,82
Rodrigo Monteiro,@rdmonteiro,2021-12-03T21:34:19.000Z,Rodrigo MonteiroAcabou a mamata da Lei Rouanet,,1,
Alan,@abeldasorte,2021-12-03T21:26:58.000Z,"AlanEm resposta a 
@RenanPeixoto_",,,7
tuiteiro_social (),@henriquecanossa,2021-12-03T21:22:47.000Z,"tuiteiro_social ()Em resposta a 
@RenanPeixoto_
 e 
@arte_prima",1,,1
Gilga-MESS,@reigilgamesh,2021-12-03T21:21:04.000Z,"Gilga-MESSE lei Rouanet é que era mamata, né.",,,1
Anibal Neto,@AnibalNeto9,2021-12-03T21:12:31.000Z,"Anibal NetoEm resposta a 
@CNNBrasil",,,
PILEGGI BOLSONARO,@PILEGGIS1,2021-12-03T21:08:11.000Z,"PILEGGI BOLSONAROEm resposta a 
@Gardenalpequen3",,,1
Adevogado do Zé Gotinha,@monteiroorangel,2021-12-03T20:44:10.000Z,"Adevogado do Zé GotinhaMas ele é contra a Lei Rouanet. 
O  aprova.",,,2
Zé Marcelo Moraes,@PolpaSenhor,2021-12-03T20:39:33.000Z,"Zé Marcelo MoraesEm resposta a 
@andre_serret",,,
Anésio Bohn,@anesiobohn,2021-12-03T20:36:47.000Z,"Anésio BohnIsso é coisa desses artistas que viviam da Lei Rouanet. Qual o problema em contratar uma dona de casa pra executar uma obra de R$ 3,8 mi. Gente mimizenta, credo. (obviamente contém ironia)",,,4
David Miranda,@davidmirandario,2021-12-03T18:05:34.000Z,"David MirandaA AGU considerou que a portaria editada pela Secretaria de Cultura do governo federal é Inconstitucional. Ela proibia a exigência do passaporte de vacina para projetos financiados pela Lei Rouanet. 

Uma importante vitória contra um governo negacionista ",1,18,123
Flavio Alaor Martins,@alaor_flavio,2021-12-03T17:55:22.000Z,"Flavio Alaor MartinsEm resposta a 
@blogdosakamoto",,,
George Sampaio,@Georgefbms1997,2021-12-03T17:47:05.000Z,"George SampaioEm resposta a 
@UOL",,,
Márcio Calderaro,@MrcioCalderaro1,2021-12-03T17:43:26.000Z,Márcio CalderaroPara os mamadores da lei Rouanet,,,
Mirian Meireles Matsumoto,@MirianMatsumoto,2021-12-03T17:37:13.000Z,"Mirian Meireles MatsumotoEm resposta a 
@andreporci",,,1
aaativa,@aliancaativa,2021-12-03T17:19:15.000Z,"aaativaEm resposta a 
@zeliaduncan",3,1,13
Armando G. M,@AGMartins3,2021-12-03T16:50:53.000Z,"Armando G. MEm resposta a 
@CarlosBolsonaro",,,5
freakazoid,@freakazoid_123,2021-12-03T16:25:04.000Z,"freakazoidEm resposta a 
@UmWeekendComVc
 e 
@g1",,,
Marcelo Tigre,@mac_tgr,2021-12-03T16:09:30.000Z,"Marcelo TigreEm resposta a 
@mfriasoficial
 e 
@erikazinhauau",3,2,4
Ilustrador-quadrinhista-artista plástico,@leonidasgrego,2021-12-03T15:45:52.000Z,"Ilustrador-quadrinhista-artista plásticoEm resposta a 
@gloriaspadetti",,,
"Du, Dudu e Edu",@TrisalTaubateh,2021-12-03T15:39:07.000Z,"Du, Dudu e EduEm resposta a 
@deypers",,,
𝘼𝙡𝙗𝙚𝙧𝙩𝙤 𝘽𝙚𝙫𝙞𝙣𝙞𝙚𝙫𝙞𝙨𝙦𝙪𝙚,@Bevinievisque,2021-12-03T15:25:58.000Z,"𝘼𝙡𝙗𝙚𝙧𝙩𝙤 𝘽𝙚𝙫𝙞𝙣𝙞𝙚𝙫𝙞𝙨𝙦𝙪𝙚Em resposta a 
@andreporci",,,1
Julia Macegosa,@JuliaMacegosa,2021-12-03T15:16:42.000Z,"Julia MacegosaEm resposta a 
@BlogdoNoblat",,,
Claudionor DIAS Cardoso,@ClaudionorDia16,2021-12-03T15:03:06.000Z,"Claudionor DIAS CardosoEm resposta a 
@LedaLuiza4",,,
Alô dona SIT ★,@ghbcarvalho,2021-12-03T14:57:55.000Z,"Alô dona SIT ★Que inferno de bolsominion filho da puta
Chamou a Cláudia Leitte de vagabunda e disse que faz show com lei Rouanet",,1,3
Analua,@Analua11953540,2021-12-03T14:41:00.000Z,"AnaluaCom a terceirização do DRH, onde Antonio era o responsável, a Legião obteve todos os dados dos funcionários do Rio de Janeiro. É mole? Dizem que a esposa de Felipe tbm foi contemplada com verbas da Lei Rouanet. 
É uma festa de favores!",,,
@Juarez33786190,@Juarez33786190,2021-12-03T14:39:36.000Z,"@Juarez33786190Em resposta a 
@andreporci",,,
Brasil Sempre!,@Brasil1945,2021-12-03T14:24:29.000Z,"Brasil Sempre!Em resposta a 
@andreporci",,,1
Idesam,@Idesam,2021-12-03T14:12:08.000Z,"IdesamO Gambá de #Maués é uma das expressões culturais mais antigas do Amazonas, porém não se tem registro oficial de quando começou. Conheça o projeto Tamboreando Cultura na Terra do Guaraná #terradoguaraná #tamboreando #idesam #ambev #aliançaguaranádemaués #leirouanet",,,1
Danil Franm,@DanilFranm,2021-12-03T14:08:45.000Z,"Danil FranmEm resposta a 
@DanilFranm
 e 
@JoaquinTeixeira",1,,
El ZORRO,@ElZORRO32333230,2021-12-03T13:45:54.000Z,"El ZORRONa Realidade quem Vota e Apoia as Roubalheiras,Falcatruas, Imoralidade,Corrupção,Lavagem d Dinheiro e Enriquecimento Ilícito d Organização Criminosa Ptista e do Lula Ladrão é porque se Benificiaram de alguma forma d Incetivos Fiscal ,Lei Rouanet e Dinheiro,Roubado pelos Ptistas.",,6,14
El ZORRO,@ElZORRO32333230,2021-12-03T13:44:42.000Z,"El ZORRONa Realidade quem Vota e Apoiam as Roubalheiras,Falcatruas, Imoralidade,Corrupção,Lavagem d Dinheiro e Enriquecimento Ilícito d Organização Criminosa Ptista e do Lula Ladrão é porque se Benificiaram de alguma forma d Incetivos Fiscal ,Lei Rouanet e Dinheiro,Roubado pelos Ptistas.",,,
Valdir Rodrigues,@ValdirR01828249,2021-12-03T13:41:06.000Z,"Valdir RodriguesEm resposta a 
@professorigor
 @SAIRDomBertrand
 e mais 2",,1,1
Charlys Buzios mostrou o caminho.,@Charlys___crf,2021-12-03T13:22:43.000Z,"Charlys Buzios mostrou o caminho.Em resposta a 
@dracfranco",1,,
Lula 2022,@lula_tani1000,2021-12-03T13:08:35.000Z,"Lula 2022""MBL é condenado a indenizar Tico Santa Cruz por acusação falsa sobre Lei Rouanet - Brasil 247""",,,1
Maria Dulce de Lima,@MariaDulcedeL10,2021-12-03T13:06:56.000Z,"Maria Dulce de LimaEm resposta a 
@andreporci",,,1
Toni Dozane〆,@tonidozane,2021-12-03T13:01:00.000Z,"Toni Dozane〆4 - Impediu a volta dos médicos cubanos para dar dinheiro pra Cuba.
5 - Impediu que a mídia tornasse a vacina obrigatória.
6 - Impediu que fossem colocados mais dois comunistas no STF.
7 - Impediu que os artistas da Globo continuassem mamando na lei Rouanet",1,,1
De olho em BHZ,@DeolhoBhz,2021-12-03T12:18:29.000Z,"De olho em BHZEm resposta a 
@andreporci",,,1
Cris Costa,@CrisCos01964780,2021-12-03T11:19:55.000Z,"Cris CostaEm resposta a 
@andreporci",,,
Cumpanhero Tedibói,@TedBoyRomarino,2021-12-03T10:14:25.000Z,"Cumpanhero TedibóiEm resposta a 
@folha",,,
Paulo Quaglia,@pauloquaglia2,2021-12-03T09:48:55.000Z,Paulo QuagliaQue a Lei Rouanet tragam novos e bons talentos.,,,
orgali,@orgalimarques,2021-12-03T09:40:39.000Z,"orgaliEm resposta a 
@andreporci",,,
Victor Acqua,@VictorAcquafred,2021-12-03T08:25:15.000Z,"Victor AcquaEm resposta a 
@arthurmoledoval
 e 
@MBLivre",,,
Fabiano Red Pill,@FabianoBolsonar,2021-12-03T06:57:40.000Z,"Fabiano Red PillEm resposta a 
@andreporci",,,
Jornais Virtuais,@JVirtuais,2021-12-03T06:24:25.000Z,Jornais VirtuaisAGU julga ilegal veto ao passaporte de vacina em projetos da Lei Rouanet | Política,,,
Jornais Virtuais,@JornaisV,2021-12-03T06:24:24.000Z,Jornais VirtuaisAGU julga ilegal veto ao passaporte de vacina em projetos da Lei Rouanet | Política,,,
Hens Shoes,@HENSHOES,2021-12-03T06:24:23.000Z,Hens ShoesAGU julga ilegal veto ao passaporte de vacina em projetos da Lei Rouanet | Política,,,
Tony Dunkel JP Motta,@TonyDunkel,2021-12-03T04:19:59.000Z,"Tony Dunkel JP MottaEm resposta a 
@RenstoTheTwat
 e 
@stinkydisaster",1,,
BOLSONARO 22,@WalterRDgues,2021-12-03T04:16:58.000Z,"BOLSONARO 22Em resposta a 
@andreporci",,1,1
Vania Schunk,@SchunkVania,2021-12-03T03:21:25.000Z,"Vania SchunkEm resposta a 
@andreporci",,,
Moisés Menezes,@Moises_tiodei,2021-12-03T03:09:23.000Z,"Moisés MenezesEm resposta a 
@CoronelHomeroSP",,,
Andie Heimann,@Andreaheimann2,2021-12-02T23:26:29.000Z,"Andie HeimannEm resposta a 
@andreporci",,,
Michele,@Pauline87835766,2021-12-02T23:24:20.000Z,"MicheleEm resposta a 
@andreporci",,,
Felipe Marisco,@fmarisco_,2021-12-02T23:03:15.000Z,"Felipe MariscoEm resposta a 
@MitoB38",1,,1
joao fernandes filho,@joaofernandesf1,2021-12-02T23:00:36.000Z,joao fernandes filhoMBL é condenado a indenizar Tico Santa Cruz por acusação falsa sobre Lei Rouanet,,,
